instance_name,application_freq,Desired_Count,Run_Count,success_count,Missed_Additional
"FIN_SIM2_ABCD_SIM_Binding_Android","15","960","1037","282","-678"
"FIN_SIM2_ABCD_UPI_Postlogin_IOS","15","960","711","277","-683"
"FIN_SIM3_ABCD_Digigold_Android","15","960","863","509","-451"
"FIN_SIM3_ABCD_Digigold_iOS","15","960","1409","431","-529"
"FIN_SIM3_ABCD_Payments_PostLogin_Android","15","960","835","500","-460"
"FIN_SIM3_ABCD_Payments_PostLogin_iOS","15","960","1060","624","-336"
"FIN_SIM3_ABCD_PostLogin_Android","15","960","823","321","-639"
"FIN_SIM3_ABCD_Postlogin_iOS","15","960","1113","567","-393"
"FIN_SIM3_ABCD_Prelogin_Android","15","960","1038","697","-263"
"FIN_SIM3_ABCD_Prelogin_IOS","15","960","1064","807","-153"
"FIN_SIM3_ABCD_SIM_Binding_Android","15","960","1015","664","-296"
"FIN_SIM3_ABCD_UPI_Postlogin_iOS","15","960","1000","626","-334"
"FIN_WIFI_ABCD_Digigold_Android","15","960","760","474","-486"
"FIN_WIFI_ABCD_Digigold_iOS","15","960","1091","464","-496"
"FIN_WIFI_ABCD_Payments_PostLogin_Android","15","960","817","678","-282"
"FIN_WIFI_ABCD_Payments_Postlogin_iOS","15","960","987","674","-286"
"FIN_WIFI_ABCD_PostLogin_Android","15","960","941","656","-304"
"FIN_WIFI_ABCD_Postlogin_iOS","15","960","908","584","-376"
"FIN_WIFI_ABCD_Prelogin_Android","15","960","1003","620","-340"
"FIN_WIFI_ABCD_Prelogin_IOS","15","960","975","838","-122"
"FIN_WIFI_ABCD_SIM_Binding_Android","15","960","965","667","-293"
"FIN_WIFI_ABCD_UPI_Postlogin_iOS","15","960","897","521","-439"
"FIN_YES_Bank_FinnOne_DDE_Auto_Loan_Web","15","960","1052","790","-170"
"FIN_YES_Bank_FinnOne_DDE_Personal_Loan_Web","15","960","1032","800","-160"
"FOREX_Yes_Forex_Web","15","416","421","411","-5"
"Geojit_Off_Market","15","1197","805","693","-504"
"GOV_CRCS_Sahara_Refund_Portal_Web","15","960","1010","888","-72"
"GOV_N@DL_Web","15","960","966","937","-23"
"GOV_NDML_ASI_Web","15","960","966","899","-61"
"GOV_NSDL_Agent_Portal_Web","15","960","946","942","-18"
"GOV_NSDL_Agent_Portal1_Web","15","960","946","941","-19"
"GOV_NSDL_NBFC_Web","15","960","1018","926","-34"
"GOV_NSDL_OLTAS_CSI_Web","15","960","952","807","-153"
"GOV_NSDL_PaymentsBank_Web","15","960","1064","925","-35"
"GOV_NSDL_POA_Web","15","960","945","942","-18"
"GOV_NSDL_StampDuty_Payment","15","960","1008","896","-64"
"GOV_NSDL_TAN_Application_ Status_Web","15","960","864","853","-107"
"GOV_NSDL_URL_Web","15","960","942","938","-22"
"GOV_Protean_TAN_Web","15","960","1240","799","-161"
"GOV_UTIITSL_Main_Page_Web","15","960","945","942","-18"
"GOV_UTIITSL_Rest_Pages_Web","15","960","970","847","-113"
"INS_ABCD_PL_App_Onelink_Android","60","240","502","220","-20"
"INS_ABCD_PL_App_Onelink_iOS","60","240","532","168","-72"
"INS_BAGIC_API","15","960","878","873","-87"
"INS_BAGIC_Car_Insurance_Online_Web","15","960","972","688","-272"
"INS_BAGIC_Family_Health_Insurance_Web","15","960","768","522","-438"
"INS_BAGIC_Family_Travel_Insurance_Web","15","960","2","0","-960"
"INS_BAGIC_Individual_Health_Insurance_Web","15","960","727","385","-575"
"INS_BAGIC_Individual_Travel_Insurance_Web","15","960","2","0","-960"
"INS_BAGIC_Maximus_Portal_Health_Web","15","960","989","902","-58"
"INS_BAGIC_Maximus_Portal_Motor_Web","15","960","1000","883","-77"
"INS_BAGIC_Maximus_Portal_Travel_Web","15","960","1088","858","-102"
"INS_BAGIC_SCB_PaymentWS_API","15","960","855","855","-105"
"INS_BAGIC_Two_Wheeler_Insurance_Online_Web","15","960","1","0","-960"
"INS_Bagic_Two_Wheeler_Insurance_Third_Party_Web","15","960","933","504","-456"
"INS_BFL_API","15","960","829","821","-139"
"INS_Car_Insurance_Online_Android","15","960","793","466","-494"
"INS_CURL_MotorEnq_API","15","960","813","813","-147"
"INS_Family_Health_Insurance_Android","15","960","826","0","-960"
"INS_Family_Travel_Insurance_Android","15","960","820","0","-960"
"INS_GC_Cyber_Risk_Web","15","600","554","351","-249"
"INS_GC_DIY_Health_Web","15","960","736","411","-549"
"INS_GC_Health_Absolute_Web","15","960","562","21","-939"
"INS_GC_Health_Advantage_Top_Up_Web","15","960","590","392","-568"
"INS_GC_Health_Total_Web","15","960","562","391","-569"
"INS_GC_IRIS_Web","15","960","1212","803","-157"
"INS_GC_Motor_Web","15","600","549","391","-209"
"INS_GC_Renewal_Bike_Insurance_Web","15","960","3","0","-960"
"INS_GC_Renewal_Car_Insurance_Web","15","960","1","0","-960"
"INS_GC_Renewal_Health_Insurance_Web","15","960","1","0","-960"
"INS_GC_Sport_Web","15","960","602","384","-576"
"INS_GC_World_Wide_Web","15","960","526","0","-960"
"INS_Generali_Central _AVO_Web","15","960","993","523","-437"
"INS_Generali_Central_Quick_Pay_Web","15","960","985","863","-97"
"INS_Individual_Health_Insurance_Android","15","960","749","348","-612"
"INS_Individual_Travel_Insurance_Android","15","960","735","2","-958"
"INS_LGI_Full_Quote_Calculation_API","15","960","942","0","-960"
"INS_LGI_Maruti_New_API","15","960","944","941","-19"
"INS_LGI_Maruti4_API","15","960","944","941","-19"
"INS_LGI_MOTOR_PI1_API","15","960","943","943","-17"
"INS_LGI_Motor_PI4_API","15","960","942","942","-18"
"INS_LGI_Quick_Quote_Calculation_API","15","960","2","0","-960"
"INS_LGI_Suzuki_New_API","15","960","941","940","-20"
"INS_LGI_TP_Services_Full_Quote_Calculation_New_API","15","960","1","0","-960"
"INS_LGI_TP_Services_Full_Quote_Calculation_Rollover_API","15","960","1","0","-960"
"INS_LGI_TP_Services_Policy_Number_Generation_API","15","960","1","0","-960"
"INS_LGI_TP_Services_Policy_Schedule_Download_API","15","960","1","0","-960"
"INS_LGI_TP_Services_Quick_Quote_Calculation_New_API","15","960","2","0","-960"
"INS_LGI_TP_Services_Quick_Quote_Calculation_Rollover_API","15","960","1","0","-960"
"INS_Liberty_Affinity_Portal_Flow_Web","15","960","1132","528","-432"
"INS_Liberty_CarRenew_Web","15","960","1010","728","-232"
"INS_Liberty_CarRollover_Web","15","960","2","0","-960"
"INS_Liberty_MotorPILGI_Web","15","960","1152","795","-165"
"INS_Liberty_Two_Wheeler_Renew_Web","15","960","1045","796","-164"
"INS_LIC _Pay_Direct_Renewal_BillDesk_Web","30","480","556","48","-432"
"INS_LIC_BI_API","15","960","944","943","-17"
"INS_LIC_Corporate_Web","15","960","954","947","-13"
"INS_LIC_CSTicket_Web","15","960","945","942","-18"
"INS_LIC_CUSTOMER_Android","15","960","1120","508","-452"
"INS_LIC_CustomerPortal1_Web","30","480","747","181","-299"
"INS_LIC_CustomerPortal2_Web","15","960","984","855","-105"
"INS_LIC_EDMS_Service_Web","15","960","1006","933","-27"
"INS_LIC_Email_Password_Management_Portal_Web","15","960","888","829","-131"
"INS_LIC_IT_Project_Web","15","960","947","946","-14"
"INS_LIC_Landing_Login_Web","15","960","964","939","-21"
"INS_LIC_Merchant_Portal_Web","15","960","976","896","-64"
"INS_LIC_Online_Services_Web","15","960","978","939","-21"
"INS_LIC_OTP_Web","15","960","970","922","-38"
"INS_LIC_Pay_Direct_Advance_Premium_Web","30","480","487","0","-480"
"INS_LIC_Pay_Direct_Renewal_Paytm_Web","30","480","524","68","-412"
"INS_LIC_Premium_API","15","960","944","943","-17"
"INS_LIC_Webmail_Web","15","960","863","861","-99"
"INS_LIC_WhatsApp_BOT_Android","15","960","1094","882","-78"
"INS_Niva_Bupa_Cashless_Web","15","960","961","940","-20"
"INS_Niva_Bupa_Claims_Submission_Web","15","960","955","916","-44"
"INS_Niva_Bupa_Health_Android","15","960","957","926","-34"
"INS_Niva_Bupa_OTC_Web","15","960","1092","866","-94"
"INS_Niva_Bupa_Payment_Gateway_Web","15","960","858","857","-103"
"INS_Niva_Bupa_Policy_Download_Web","15","960","1046","779","-181"
"INS_Niva_Bupa_Reimbursement_Web","15","960","968","935","-25"
"INS_Niva_Bupa_Renewal_Web","15","960","951","941","-19"
"INS_Niva_Bupa_UNO_Android","15","960","1191","838","-122"
"INS_Niva_Bupa_WebServices_Web","15","960","865","857","-103"
"INS_SUD_Life_insurance_Web","15","960","959","913","-47"
"INS_SUD_Policy_Details_API","15","960","775","700","-260"
"INS_Top_up_Health_Insurance_Mobile","15","960","714","465","-495"
"INS_Two_Wheeler_Insurance_Online_Android","15","960","696","0","-960"
"INS_Two_Wheeler_Insurance_Third_Party_Android","15","960","690","0","-960"
"Maha_secure_1","15","960","394","214","-746"
"Maha_secure_2","15","960","369","149","-811"
"MF_ABSL_AMC_Pre_Login_Web","15","960","1025","838","-122"
"MF_ABSL_Investor_Portal_Web","15","960","1041","779","-181"
"MF_ABSLAMC_Login_Android","15","960","964","930","-30"
"MF_ABSLAMC_Lumpsum_Android","15","960","1016","872","-88"
"MF_ABSLAMC_More_Journey_Android","15","960","999","913","-47"
"MF_Aditya_Active_Account_Android","15","960","981","931","-29"
"MF_AdityaActiveAccount_ios","15","960","1212","842","-118"
"MF_Axis_AMC_Web","15","960","881","858","-102"
"MF_Axis_Android","15","960","1090","859","-101"
"MF_Axis_Android1","15","960","947","914","-46"
"MF_Axis_Create_New_Folio_Web","15","960","1103","847","-113"
"MF_Axis_Create_New_Folio_With_Nominee&applicant_(esign method)_Android","15","960","1007","896","-64"
"MF_Axis_PostLogin_Existing_Web","15","960","1097","846","-114"
"MF_Bandhan_AMC_Web","15","960","882","836","-124"
"MF_Bandhan_Arudha_SIF_Web","15","960","914","832","-128"
"MF_Bandhan_Dashboard_Journey_Android","15","960","1293","903","-57"
"MF_Bandhan_Instant_Redemption_Journey_Web","15","10","34","1","-9"
"MF_Bandhan_Login_Journey_Android","15","960","1262","887","-73"
"MF_Bandhan_NetBanking_Web","15","960","815","546","-414"
"MF_Bandhan_New_Web1","15","960","805","664","-296"
"MF_Bandhan_New_Web2","15","960","1005","632","-328"
"MF_Bandhan_Partner_Lumpsum_Android","15","1000","1013","897","-103"
"MF_Bandhan_Partner_Redemption_Android","15","1000","1046","908","-92"
"MF_Bandhan_Partner_Redemption_Journey_Web","15","1000","986","919","-81"
"MF_Bandhan_Partner_SIP_Android","15","1000","1045","870","-130"
"MF_Bandhan_Partner_STP_Android","15","1000","1133","895","-105"
"MF_Bandhan_Partner_STP_Journey_Web","15","1000","1143","885","-115"
"MF_Bandhan_Partner_Switch_Android","15","1000","1027","913","-87"
"MF_Bandhan_Partner_Switch_Journey_Web","15","1000","1056","884","-116"
"MF_Bandhan_Partner_SWP_Android","15","1000","965","898","-102"
"MF_Bandhan_Partner_SWP_Journey_Web","15","1000","984","908","-92"
"MF_Bandhan_Portfolio_Journey_Android","15","960","1006","923","-37"
"MF_Bandhan_PreLogin_Web","15","960","1039","907","-53"
"MF_Bandhan_Schedule_Redemption_Journey_Web","15","960","1007","847","-113"
"MF_Bandhan_SIP_Journey_Android","15","960","1151","920","-40"
"MF_Bandhan_UPI_Web","15","960","785","553","-407"
"MF_Bandhan_Web","15","960","1003","830","-130"
"MF_Edelweiss_Investor_Pan_AMZPG9935B1_Web","1440","0","83","9","9"
"MF_Edelweiss_Investor_Pan_AMZPG9935B2_Web","15","680","634","528","-152"
"MF_HDFC_Corporate_URL_Web","15","960","1452","1409","449"
"MF_HDFC_Corporate_URLs_Web","15","960","1919","1811","851"
"MF_HDFC_Distributor_Web","15","960","967","775","-185"
"MF_HDFC_Investor_Login_Android","15","960","958","915","-45"
"MF_HDFC_Investor_Login_iOS","15","960","975","909","-51"
"MF_HDFC_Investor_Login_Web","15","960","1015","775","-185"
"MF_HDFC_Investor_Web1","15","960","1069","686","-274"
"MF_HDFC_Investor_Web2","15","960","1057","654","-306"
"Planet 3.0 New User Onboarding Journey(iOS)","15","960","1143","888","-72"
"Planet 3.0 Tractor Auction Portal IOS","15","960","951","7","-953"
"Planet 3.0 Two Wheeler Auction Portal IOS","15","960","944","8","-952"
"Planet 3.0 User On boarding or New User (Android)","15","960","976","929","-31"
"Planet 3.0.1 Existing User Journey(iOS)1","15","960","1222","634","-326"
"Planet 3.0.1 Existing User Journey(iOS)2","15","960","1135","640","-320"
"TRD_ABML_AMO Journey Android","30","60","106","39","-21"
"TRD_ABML_Off_Market_Android","15","711","669","406","-305"
"TRD_ArihantPlus_5Minute_Android","5","2880","2660","1853","-1027"
"TRD_ArihantPlus_Android","15","1600","965","659","-941"
"TRD_Funds_Genie_Android","15","960","1043","871","-89"
"TRD_FundsGenie_IOS","15","960","1100","751","-209"
"TRD_Geojit_Flip_Android","15","960","1048","830","-130"
"TRD_Geojit_Flip_iOS","15","960","1278","801","-159"
"TRD_Geojit_Flip_Web","15","960","1041","833","-127"
"TRD_Geojit_Web","15","960","1105","764","-196"
"TRD_IDBI_Direct _5Minute_Android","5","2880","2803","2527","-353"
"TRD_IDBI_Direct_Off_Market_Web","15","1197","785","699","-498"
"TRD_IDBI_Off_Market _Android","15","1197","780","707","-490"
"TRD_IDBICAP_Branch_Office_Web","15","960","879","854","-106"
"TRD_Mirae_Asset_Capital_Off_Market_Android","15","1170","851","614","-556"
"TRD_Mirae_Asset_Capital_Off_Market_iOS","15","1170","839","673","-497"
"TRD_Mirae_Asset_Capital_Off_Market_Web_1Hour(1)","60","297","306","176","-121"
"TRD_Mirae_Asset_Capital_Off_Market_Web_1Hour(2)","60","297","229","172","-125"
"TRD_Mirae_Asset_Capital_Off_Market_Web_5Min","5","3591","2264","2120","-1471"
"TRD_Mirae_Asset_Capital_Web(24*7)","60","250","314","212","-38"
"TRD_NSDL_TIN_Web","15","960","879","860","-100"
"TRD_SBICAP_Buy_Order_AMO_iOS","15","1188","425","268","-920"
"TRD_SBICAP_Fund_Hold_Release_iOS","15","1404","671","62","-1342"
"TRD_SBICAP_Securities_Android","15","960","857","556","-404"
"TRD_SBICAP_Securities_Android1","15","960","795","686","-274"
"TRD_SBICAP_Securities_Android2","15","960","763","646","-314"
"TRD_SBICAP_Securities_Buy_Order_AMO_Android","15","1116","411","219","-897"
"TRD_SBICAP_Securities_Buy_Order_AMO_Web","15","1188","525","223","-965"
"TRD_SBICAP_Securities_Fund_Hold_Release_Android","15","1332","445","146","-1186"
"TRD_SBICAP_Securities_Fund_Hold_Release_Web","15","1404","753","260","-1144"
"TRD_SBICAP_Securities_iOS","15","960","918","731","-229"
"TRD_SBICAP_Securities_iOS1","15","960","791","514","-446"
"TRD_SBICAP_Securities_iOS2","15","960","671","591","-369"
"TRD_SBICAP_Securities_Off_Market_Android","15","1030","794","549","-481"
"TRD_SBICAP_Securities_Off_Market_Android1","15","220","777","521","301"
"TRD_SBICAP_Securities_Off_Market_IOS","15","1197","822","657","-540"
"TRD_SBICAP_Securities_Off_Market_Web","15","1197","675","0","-1197"
"TRD_SBICAP_Securities_Web","15","960","1017","877","-83"
"TRD_Sharekhan Trade Tiger Desktop","15","740","895","530","-210"
"TRD_Sharekhan_Web","15","740","750","696","-44"
"TRD_SHCIL_APIs","15","1210","1023","318","-892"
"TRD_Smartfolios_Android","15","960","1000","855","-105"
"TRD_Smartfolios_iOS","15","960","1255","918","-42"
"TRD_SSL_Stock_Nidhi_Web","15","960","1074","811","-149"
"TRD_StockFin_2.0_24x7_Android","15","960","983","947","-13"
"TRD_StockFin_2.0_Option_Chain_Refresh_Android","1440","0","45","24","24"
"TRD_StockFin_Android","15","960","981","682","-278"
"TRD_Yes_Invest_Web","15","700","924","923","223"
"TRD_Yes_Securities_Web","15","700","674","645","-55"
"TRD_Yes_Security_Omni_Android","5","2880","2594","2413","-467"
"TRD_Yes_Security_Omni_iOS","5","2880","2547","2175","-705"
"TRD_Yes_Security_Omni_Web","5","2880","2695","2522","-358"
"TRD_Yes_Stock_Trader_Android","15","700","873","617","-83"
"TRD_Yes_Stock_Trader_iOS","15","700","800","650","-50"
"Utkarsh UPI IOS","15","960","1116","790","-170"
