Page,ResponseTime,Time,Error,Status,Error Screenshot File Location,Bandwidth
Axis Bank Current Account Page,13.59,19:2:51,Functional Error,FAIL,/home/apmosys/Music/NGASA/MONT_WEB_MERGED_FRAMEWORK_V5/Logs/2025/July/24/BNK_Axis bank urls 15min/Axis Bank Current Account Page_19_2_52.png,,
